"Source","Target","Weight"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_60_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_60_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_60_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_61_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_61_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_61_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_61_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_61_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_62_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_62_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_62_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_62_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_62_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_63_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_63_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_63_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_63_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_63_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_64_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_64_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_64_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_64_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_64_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_65_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_65_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_65_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_65_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_65_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_66_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_66_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_66_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_66_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_66_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_67_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_67_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_67_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_67_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_67_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_68_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_68_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_68_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_68_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_68_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_69_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_69_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_69_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_69_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_69_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_70_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_70_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_70_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_70_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_70_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_71_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_71_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_71_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_71_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_71_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_72_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_72_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_72_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_72_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_72_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_73_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_73_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_73_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_73_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_73_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_74_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_74_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_74_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_74_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_74_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_75_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_75_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_75_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_75_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_75_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_76_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_76_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_76_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_76_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_76_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_77_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_77_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_77_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_77_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_77_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_78_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_78_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_78_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_78_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_78_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_79_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_79_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_79_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_79_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_79_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_80_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_80_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_80_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_80_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_80_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_81_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_81_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_81_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_81_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_81_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_82_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_82_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_82_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_82_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_82_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_83_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_83_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_83_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_83_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_83_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_84_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_84_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_84_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_84_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_84_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_85_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_85_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_85_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_85_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_85_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_86_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_86_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_86_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_86_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_86_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_87_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_87_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_87_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_87_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_87_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_88_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_88_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_88_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_88_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_88_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_89_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_89_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_89_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_89_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_89_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_90_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_90_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_90_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_90_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_90_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_91_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_91_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_91_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_91_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_91_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_92_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_92_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_92_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_92_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_92_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_93_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_93_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_93_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_93_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_93_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_94_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_94_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_94_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_94_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_94_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_95_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_95_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_95_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_95_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_95_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_96_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_96_BrRight_.Term","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_96_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_96_BrRight_.Definition","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_96_BrRight_","3.0"
"_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_97_BrRight_","_R.5_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_97_BrRight_.Term","3.0"
